0.2397 	0.2818 	0.1176 	0.1748 	0.1833 	0.2310 	0.0596 	0.1805 	0.1419 	0.1739 	0.2340 	0.2285 	0.2808 	0.2137 	0.2694 	0.0342 	0.1736 	0.1703 	0.0556 	0.2734 	0.0532 	0.0750 	0.2600 	0.0685 	0.2375 	0.2136 	0.2522 	0.0563 	0.2071 	0.1236 	0.2540 	0.0445 	0.0517 	0.0403 	0.1412 	0.0680 	0.1233 	0.0966 	0.0299 	0.0492 	0.2822 	0.2414 	0.0663 	0.0643 	0.1050 	0.0675 	0.1566 	0.2286 	0.0804 	0.2137 	0.2743 	0.1999 	0.2341 	0.1560 	0.1720 	0.2211 	0.1063 	0.1228 	0.1515 	0.2531 	0.0845 	0.2025 	0.1858 	0.1815 	0.0361 	0.1493 	0.2703 	0.0702 	0.1766 	0.0418 	0.1436 	0.0957 	0.0683 	0.2349 	0.1653 	0.1975 	0.1400 	0.1108 	0.1473 	0.1956 	0.0662 	0.2456 	0.0712 	0.1651 	0.1772 	0.2170 	0.1297 	0.1692 	0.0493 	0.2125 	0.0319 	0.0587 	0.1606 	0.0980 	0.1370 	0.2253 	0.1747 	0.2428 	0.1015 	0.1302 	0.1107 	0.0816 	0.2528 	0.0772 	0.2397 	0.1709 	0.2724 	0.2563 	0.2383 	0.0707 	0.2311 	0.2651 	0.0405 	0.1337 	0.1872 	0.0484 	0.1252 	0.0486 	0.2158 	0.1086 	0.0434 	0.0880 	0.0758 	0.0580 	0.1185 	0.1581 	0.2178 	0.1746 	0.1923 	0.2425 	0.1876 	0.1419 	0.0755 	0.1271 	0.1683 	0.1644 	0.1055 	0.2588 	0.1456 	0.0906 	0.1972 	0.1376 	0.2536 	0.0794 	0.0759 	0.2256 	0.0612 	0.2149 	0.1400 	0.0744 	0.2538 	0.2117 	0.2525 	0.2494 	0.1413 	0.1293 	0.2210 	0.2136 	0.0734 	0.2400 	0.2502 	0.2225 	0.0315 	0.1921 	0.0926 	0.2440 	0.2349 	0.1104 	0.1219 	0.1157 	0.2681 	0.2761 	0.1297 	0.2205 	0.0956 	0.1875 	0.0378 	0.2172 	0.2318 	0.1062 
0.1178 	0.1617 	0.0569 	0.1945 	0.2772 	0.2277 	0.1611 	0.2121 	0.0634 	0.0818 	0.0476 	0.2359 	0.2001 	0.1364 	0.2622 	0.1121 	0.0948 	0.1863 	0.0357 	0.0967 	0.0926 	0.1326 	0.0448 	0.2071 	0.2307 	0.0800 	0.1414 	0.0684 	0.1447 	0.1073 	0.2755 	0.2459 	0.1337 	0.0957 	0.2284 	0.2743 	0.2461 	0.2606 	0.1392 	0.1036 	0.0937 	0.2452 	0.0592 	0.2647 	0.2569 	0.0704 	0.0480 	0.2756 	0.0871 	0.1913 	0.0856 	0.0709 	0.2057 	0.0716 	0.2533 	0.2009 	0.1018 	0.0296 	0.1649 	0.1313 	0.2038 	0.0479 	0.1372 	0.1438 	0.1997 	0.0955 	0.0639 	0.1694 	0.0493 	0.1676 	0.2164 	0.1549 	0.2663 	0.0796 	0.1805 	0.1196 	0.2825 	0.1981 	0.1374 	0.2311 	0.1767 	0.0357 	0.1688 	0.2161 	0.1780 	0.0723 	0.0433 	0.2681 	0.2480 	0.2056 	0.0758 	0.2383 	0.1856 	0.0959 	0.2519 	0.0542 	0.0926 	0.2746 	0.1903 	0.2750 	0.0435 	0.1047 	0.0702 	0.0986 	0.2214 	0.1674 	0.0420 	0.2112 	0.1667 	0.0264 	0.0587 	0.1652 	0.2185 	0.0371 	0.0977 	0.0838 	0.2074 	0.1493 	0.0407 	0.1787 	0.0458 	0.1872 	0.1444 	0.2419 	0.1843 	0.0867 	0.1888 	0.1284 	0.1219 	0.2776 	0.2258 	0.2811 	0.2653 	0.2227 	0.1008 	0.0871 	0.0641 	0.2638 	0.1190 	0.0668 	0.2778 	0.2300 	0.0477 	0.2799 	0.0341 	0.2510 	0.0642 	0.2824 	0.2404 	0.1512 	0.0742 	0.2770 	0.1655 	0.1445 	0.0835 	0.0901 	0.0928 	0.0616 	0.0692 	0.2613 	0.2640 	0.0897 	0.2373 	0.0907 	0.2509 	0.1563 	0.2412 	0.0879 	0.1612 	0.0768 	0.0725 	0.1293 	0.2819 	0.1927 	0.0433 	0.1141 	0.2383 	0.1030 	0.1014 	0.1988 
0.1867 	0.2568 	0.1742 	0.0725 	0.1803 	0.2706 	0.1977 	0.0378 	0.1396 	0.1929 	0.1596 	0.2457 	0.1762 	0.0649 	0.1337 	0.2068 	0.1170 	0.1181 	0.0630 	0.0751 	0.0624 	0.2540 	0.0699 	0.1894 	0.0970 	0.1487 	0.2217 	0.1185 	0.2610 	0.0708 	0.0477 	0.1788 	0.2686 	0.1550 	0.1164 	0.1395 	0.2312 	0.1804 	0.1444 	0.2538 	0.1410 	0.2119 	0.2084 	0.2276 	0.1734 	0.2686 	0.0768 	0.2072 	0.2533 	0.0389 	0.1479 	0.0632 	0.1565 	0.1677 	0.0379 	0.2091 	0.0418 	0.1786 	0.1194 	0.2681 	0.0638 	0.1474 	0.2639 	0.0386 	0.1121 	0.0725 	0.2634 	0.2610 	0.2771 	0.1910 	0.1969 	0.0488 	0.1513 	0.0917 	0.2224 	0.1006 	0.0675 	0.0263 	0.1863 	0.1480 	0.2559 	0.1036 	0.0828 	0.0702 	0.0443 	0.1378 	0.1494 	0.0906 	0.0902 	0.0402 	0.2441 	0.2427 	0.0991 	0.1500 	0.1326 	0.1262 	0.2112 	0.0386 	0.2290 	0.1620 	0.0612 	0.2157 	0.0720 	0.1685 	0.2607 	0.1936 	0.1214 	0.0859 	0.1991 	0.0498 	0.2340 	0.1719 	0.2385 	0.2704 	0.0483 	0.0448 	0.1936 	0.0307 	0.2542 	0.1797 	0.0716 	0.1683 	0.2519 	0.2629 	0.1851 	0.2549 	0.2166 	0.1278 	0.0406 	0.1488 	0.0409 	0.2748 	0.0935 	0.0947 	0.0491 	0.1123 	0.2555 	0.0855 	0.2716 	0.2320 	0.1319 	0.1127 	0.2645 	0.0333 	0.2780 	0.1574 	0.0674 	0.1725 	0.2292 	0.2793 	0.0991 	0.1511 	0.0618 	0.1555 	0.2686 	0.2417 	0.2269 	0.0549 	0.2223 	0.2290 	0.2462 	0.1947 	0.1105 	0.1198 	0.2714 	0.1899 	0.0914 	0.1971 	0.1278 	0.2342 	0.1414 	0.2469 	0.0994 	0.2645 	0.1387 	0.0859 	0.0744 	0.2084 	0.1278 	0.2077 
0.2079 	0.0275 	0.1586 	0.2658 	0.0968 	0.2780 	0.1143 	0.0363 	0.0348 	0.0550 	0.1013 	0.0370 	0.1349 	0.1542 	0.0564 	0.0815 	0.2768 	0.1701 	0.0291 	0.2510 	0.0273 	0.0569 	0.0305 	0.1900 	0.1562 	0.2106 	0.0313 	0.2763 	0.1142 	0.2767 	0.2796 	0.2087 	0.1527 	0.0751 	0.2572 	0.0677 	0.1750 	0.0528 	0.1154 	0.0402 	0.2326 	0.1188 	0.2498 	0.2614 	0.2513 	0.0872 	0.0621 	0.0352 	0.2250 	0.0645 	0.1539 	0.0542 	0.1337 	0.0857 	0.1384 	0.1013 	0.0511 	0.2201 	0.0831 	0.1689 	0.2732 	0.2745 	0.0880 	0.2664 	0.2662 	0.0320 	0.0927 	0.0633 	0.0343 	0.1353 	0.0388 	0.2025 	0.1832 	0.1495 	0.2263 	0.2457 	0.2288 	0.1965 	0.0625 	0.0656 	0.0909 	0.1134 	0.1985 	0.0629 	0.2046 	0.1501 	0.1210 	0.1630 	0.2446 	0.1355 	0.0348 	0.0871 	0.1426 	0.1265 	0.2453 	0.1762 	0.0570 	0.1382 	0.0687 	0.0891 	0.0373 	0.1402 	0.1706 	0.1774 	0.0816 	0.3575 	0.5720 	0.7251 	0.8874 	0.9150 	0.8055 	0.6217 	0.4222 	0.2665 	0.2505 	0.2183 	0.1322 	0.2787 	0.2673 	0.1945 	0.0576 	0.2726 	0.0316 	0.0397 	0.1549 	0.0942 	0.2794 	0.2352 	0.1600 	0.1222 	0.0299 	0.2429 	0.1485 	0.2735 	0.2663 	0.2153 	0.2797 	0.1108 	0.1096 	0.2503 	0.0570 	0.1912 	0.1850 	0.0560 	0.0636 	0.0632 	0.2538 	0.1817 	0.0898 	0.0486 	0.2687 	0.0415 	0.2129 	0.2322 	0.0384 	0.1879 	0.0357 	0.0459 	0.1490 	0.2173 	0.1716 	0.2537 	0.2077 	0.2012 	0.2636 	0.2290 	0.2485 	0.1450 	0.0401 	0.2423 	0.2053 	0.2285 	0.2299 	0.2212 	0.2376 	0.2209 	0.1441 	0.1441 	0.1728 	0.0343 
0.0282 	0.1481 	0.2673 	0.0540 	0.1608 	0.1655 	0.2597 	0.1281 	0.1123 	0.0760 	0.2505 	0.2049 	0.1819 	0.2061 	0.0532 	0.1289 	0.0383 	0.1581 	0.0705 	0.1523 	0.2231 	0.1382 	0.1799 	0.2620 	0.1579 	0.1921 	0.0649 	0.1301 	0.2121 	0.2266 	0.2298 	0.0836 	0.0944 	0.1760 	0.1496 	0.1420 	0.2741 	0.2060 	0.0372 	0.1446 	0.0944 	0.2139 	0.0543 	0.1938 	0.1010 	0.1518 	0.0629 	0.1381 	0.2788 	0.0865 	0.2658 	0.1948 	0.1624 	0.2267 	0.1440 	0.0928 	0.2129 	0.2665 	0.1754 	0.2015 	0.1520 	0.2753 	0.1451 	0.2131 	0.0390 	0.2279 	0.0368 	0.2053 	0.2248 	0.2310 	0.2544 	0.1858 	0.2004 	0.1137 	0.1065 	0.1499 	0.1236 	0.2774 	0.0995 	0.1204 	0.0364 	0.1775 	0.1015 	0.2591 	0.0708 	0.1949 	0.2047 	0.2754 	0.1423 	0.0904 	0.1982 	0.2123 	0.1822 	0.1027 	0.1340 	0.0334 	0.1897 	0.0387 	0.1065 	0.0978 	0.2494 	0.2199 	0.0858 	0.6232 	1.4149 	2.1949 	2.9345 	3.4432 	3.6965 	3.7364 	3.5660 	3.0996 	2.4111 	1.6245 	0.8008 	0.3618 	0.1765 	0.1629 	0.1338 	0.2337 	0.0334 	0.0370 	0.1483 	0.2022 	0.1099 	0.0346 	0.2291 	0.0525 	0.2484 	0.1454 	0.2402 	0.0287 	0.1884 	0.2788 	0.1403 	0.2590 	0.2160 	0.2826 	0.0573 	0.1723 	0.2784 	0.1850 	0.0820 	0.2667 	0.2680 	0.1936 	0.2117 	0.1517 	0.1223 	0.0747 	0.2671 	0.2682 	0.2430 	0.2561 	0.2184 	0.1952 	0.2681 	0.1635 	0.2243 	0.2287 	0.2216 	0.1356 	0.2099 	0.1786 	0.2012 	0.2175 	0.1099 	0.2338 	0.1211 	0.0969 	0.1203 	0.1309 	0.0633 	0.2173 	0.1022 	0.2517 	0.0622 	0.2327 	0.2820 	0.0467 
0.2122 	0.0635 	0.0349 	0.0394 	0.0541 	0.1486 	0.1578 	0.1353 	0.2179 	0.2382 	0.0646 	0.2206 	0.2728 	0.1881 	0.2468 	0.1897 	0.0430 	0.0332 	0.1824 	0.0596 	0.1124 	0.1709 	0.1696 	0.2545 	0.0536 	0.0267 	0.2623 	0.2668 	0.2097 	0.2795 	0.2262 	0.1787 	0.1887 	0.1878 	0.2134 	0.2349 	0.0570 	0.0657 	0.0808 	0.1989 	0.1340 	0.1465 	0.2730 	0.1438 	0.0331 	0.1885 	0.0875 	0.2222 	0.1345 	0.0809 	0.0441 	0.1354 	0.2471 	0.1739 	0.1213 	0.0326 	0.1307 	0.0279 	0.0763 	0.0487 	0.1717 	0.1036 	0.0402 	0.2136 	0.2195 	0.2794 	0.2554 	0.2135 	0.2743 	0.2821 	0.0791 	0.0350 	0.0281 	0.0956 	0.0435 	0.2444 	0.1453 	0.1505 	0.2428 	0.1323 	0.2611 	0.0700 	0.2463 	0.1937 	0.2300 	0.2422 	0.1964 	0.1332 	0.0819 	0.1419 	0.0599 	0.0477 	0.1266 	0.2449 	0.1876 	0.2080 	0.1839 	0.2319 	0.1677 	0.0468 	0.0373 	0.6425 	1.9624 	3.1538 	4.2660 	5.1896 	6.0058 	6.5964 	6.9202 	7.0184 	6.8491 	6.5105 	5.8973 	4.9342 	3.6954 	2.2148 	0.8807 	0.2682 	0.2498 	0.0984 	0.1465 	0.1059 	0.0983 	0.1633 	0.1178 	0.2347 	0.1361 	0.0648 	0.0946 	0.1084 	0.1468 	0.0944 	0.1698 	0.1025 	0.1596 	0.2619 	0.1830 	0.1879 	0.0368 	0.1381 	0.0437 	0.2699 	0.1874 	0.1462 	0.2750 	0.0614 	0.1101 	0.2004 	0.0966 	0.1564 	0.1608 	0.0396 	0.1731 	0.1370 	0.0942 	0.1357 	0.1900 	0.2527 	0.0494 	0.1016 	0.1092 	0.2251 	0.1259 	0.0735 	0.0750 	0.0683 	0.1713 	0.2348 	0.2545 	0.1826 	0.1824 	0.2555 	0.0551 	0.0601 	0.0763 	0.0973 	0.1421 	0.1793 	0.1338 	0.0971 
0.1826 	0.1955 	0.2222 	0.0745 	0.0315 	0.0986 	0.1136 	0.1737 	0.2059 	0.2215 	0.2428 	0.1364 	0.0314 	0.0844 	0.1611 	0.1882 	0.1015 	0.1392 	0.2648 	0.2328 	0.0283 	0.0648 	0.2344 	0.2204 	0.1059 	0.1062 	0.0933 	0.1880 	0.1593 	0.2381 	0.2558 	0.2784 	0.2248 	0.1672 	0.1192 	0.2429 	0.0300 	0.1425 	0.0268 	0.1640 	0.0868 	0.0348 	0.1838 	0.1738 	0.0990 	0.1842 	0.1874 	0.2073 	0.1075 	0.2701 	0.1606 	0.1710 	0.1246 	0.2468 	0.0939 	0.2265 	0.1957 	0.2022 	0.0633 	0.2549 	0.0822 	0.0499 	0.2207 	0.2122 	0.1724 	0.2480 	0.1303 	0.1712 	0.2147 	0.0970 	0.1338 	0.1889 	0.0483 	0.2319 	0.1952 	0.1861 	0.2737 	0.1285 	0.2369 	0.2391 	0.0925 	0.2527 	0.1446 	0.1985 	0.2210 	0.1805 	0.2527 	0.0924 	0.0947 	0.1403 	0.1020 	0.1546 	0.2607 	0.1169 	0.2385 	0.2497 	0.2313 	0.0377 	0.0289 	0.3465 	1.4213 	3.1705 	5.0040 	6.4123 	7.8417 	9.0430 	9.9489 	10.5577 	10.8611 	10.7942 	10.5380 	9.9750 	9.3161 	8.4812 	7.4375 	6.0284 	4.0997 	1.9709 	0.5167 	0.1641 	0.0877 	0.0312 	0.1379 	0.1537 	0.1107 	0.1039 	0.1103 	0.2379 	0.0956 	0.2196 	0.0717 	0.0546 	0.0749 	0.1486 	0.0501 	0.0892 	0.1574 	0.0769 	0.2651 	0.0916 	0.0362 	0.1906 	0.2370 	0.1479 	0.2484 	0.0331 	0.1997 	0.0633 	0.2589 	0.0699 	0.2031 	0.1838 	0.0324 	0.0279 	0.1065 	0.1838 	0.1844 	0.2497 	0.2171 	0.2085 	0.0740 	0.1086 	0.2822 	0.1766 	0.0813 	0.2287 	0.0555 	0.1236 	0.2718 	0.1864 	0.1065 	0.0481 	0.1970 	0.1621 	0.1874 	0.2276 	0.0795 	0.0306 	0.2478 	0.1634 
0.0499 	0.0635 	0.0292 	0.1448 	0.2009 	0.1296 	0.1182 	0.0334 	0.0797 	0.0369 	0.1928 	0.2073 	0.0526 	0.0653 	0.0799 	0.0998 	0.2487 	0.0454 	0.2180 	0.2331 	0.0727 	0.0645 	0.1609 	0.0682 	0.0984 	0.2333 	0.2746 	0.0647 	0.0557 	0.1127 	0.0887 	0.0996 	0.0700 	0.2137 	0.0478 	0.0538 	0.2111 	0.2746 	0.0808 	0.1961 	0.1807 	0.2624 	0.2436 	0.1342 	0.2205 	0.1081 	0.2785 	0.2515 	0.2435 	0.0959 	0.2088 	0.2027 	0.1074 	0.0582 	0.0920 	0.2122 	0.1929 	0.1043 	0.1418 	0.2783 	0.2021 	0.2597 	0.2306 	0.1527 	0.0893 	0.2556 	0.1708 	0.1993 	0.2690 	0.1949 	0.2133 	0.1988 	0.2414 	0.0990 	0.2640 	0.1629 	0.0790 	0.1718 	0.1445 	0.1968 	0.0644 	0.2794 	0.0319 	0.0516 	0.1575 	0.2705 	0.1001 	0.1597 	0.2273 	0.0341 	0.1894 	0.0853 	0.2738 	0.1297 	0.1949 	0.0501 	0.2369 	0.1242 	0.5905 	2.3360 	4.4253 	6.7481 	9.0710 	10.5464 	11.8224 	12.9165 	13.6522 	14.2934 	14.7481 	15.0711 	14.9759 	14.5427 	13.6159 	12.3625 	10.8979 	9.3766 	7.9134 	5.9822 	3.3585 	0.9408 	0.1745 	0.0435 	0.2463 	0.2710 	0.2005 	0.2320 	0.0352 	0.2344 	0.2740 	0.2681 	0.0668 	0.2265 	0.0810 	0.1829 	0.1820 	0.0415 	0.2378 	0.0439 	0.2246 	0.0389 	0.2720 	0.1397 	0.2201 	0.0874 	0.0716 	0.0793 	0.0700 	0.1414 	0.0531 	0.0618 	0.1409 	0.0621 	0.2181 	0.1786 	0.2278 	0.0313 	0.1319 	0.2417 	0.1609 	0.1563 	0.1836 	0.1606 	0.2259 	0.2138 	0.2031 	0.0947 	0.0812 	0.0376 	0.2351 	0.0852 	0.2238 	0.0708 	0.2306 	0.2345 	0.0305 	0.0910 	0.1813 	0.2561 	0.1171 	0.0313 
0.1218 	0.1502 	0.1169 	0.1400 	0.2197 	0.1143 	0.2341 	0.1280 	0.1716 	0.0703 	0.2571 	0.0515 	0.2538 	0.2745 	0.1108 	0.1187 	0.2762 	0.1566 	0.2774 	0.0434 	0.0581 	0.0475 	0.1985 	0.0599 	0.1809 	0.1446 	0.1417 	0.2184 	0.1372 	0.1371 	0.0535 	0.1796 	0.0344 	0.0846 	0.1093 	0.2023 	0.2012 	0.1993 	0.1083 	0.1375 	0.0985 	0.0874 	0.1810 	0.2382 	0.2519 	0.1291 	0.1628 	0.1307 	0.1101 	0.2502 	0.0449 	0.1137 	0.0892 	0.1028 	0.1256 	0.2490 	0.2012 	0.0971 	0.2073 	0.1747 	0.2721 	0.1725 	0.1290 	0.2500 	0.1534 	0.0790 	0.2786 	0.1610 	0.1518 	0.1926 	0.2288 	0.2071 	0.1808 	0.0991 	0.1459 	0.2348 	0.1318 	0.2430 	0.1215 	0.0721 	0.0597 	0.0438 	0.1799 	0.1176 	0.0595 	0.2440 	0.1794 	0.0447 	0.0718 	0.0372 	0.2084 	0.1246 	0.0669 	0.2694 	0.1884 	0.1677 	0.1140 	0.8266 	3.0302 	5.8774 	8.7747 	10.8288 	12.4917 	13.8916 	15.2733 	16.6743 	17.8972 	18.6985 	19.1096 	19.1746 	18.9439 	18.5001 	17.7759 	16.7831 	15.4438 	13.7070 	11.6795 	9.5023 	7.4363 	4.6426 	1.4611 	0.1578 	0.2825 	0.2175 	0.1071 	0.2137 	0.0329 	0.2099 	0.2238 	0.0384 	0.0843 	0.1334 	0.1828 	0.0912 	0.1925 	0.0975 	0.0953 	0.0601 	0.0398 	0.2230 	0.1849 	0.2168 	0.0351 	0.0745 	0.1397 	0.0596 	0.1583 	0.0912 	0.1308 	0.2460 	0.1274 	0.1743 	0.2782 	0.1045 	0.2217 	0.2790 	0.1165 	0.0959 	0.1489 	0.2379 	0.0612 	0.1294 	0.1441 	0.0429 	0.1242 	0.0941 	0.0828 	0.1905 	0.2257 	0.0613 	0.0935 	0.1710 	0.2275 	0.2801 	0.2068 	0.2825 	0.1926 	0.1196 	0.2788 	0.0525 
0.0806 	0.2200 	0.1081 	0.0344 	0.2477 	0.2819 	0.1622 	0.1603 	0.1920 	0.2192 	0.1126 	0.1863 	0.1657 	0.1926 	0.0875 	0.0509 	0.1209 	0.2631 	0.1360 	0.1268 	0.1537 	0.1486 	0.0371 	0.1447 	0.2626 	0.0586 	0.2677 	0.1694 	0.2545 	0.1008 	0.2786 	0.1632 	0.2233 	0.1309 	0.1745 	0.1961 	0.1297 	0.1764 	0.2037 	0.1520 	0.0615 	0.2365 	0.1290 	0.0602 	0.0365 	0.2819 	0.0285 	0.2062 	0.0389 	0.1377 	0.2302 	0.1904 	0.0533 	0.2294 	0.1891 	0.2780 	0.1712 	0.0423 	0.0656 	0.0449 	0.2679 	0.0522 	0.1023 	0.1177 	0.0689 	0.1423 	0.0490 	0.2599 	0.2110 	0.0736 	0.1014 	0.2106 	0.2723 	0.0568 	0.1588 	0.2737 	0.0567 	0.0961 	0.2376 	0.2295 	0.1191 	0.2685 	0.1646 	0.1366 	0.1162 	0.2529 	0.2807 	0.0431 	0.2001 	0.0576 	0.0762 	0.1968 	0.1635 	0.2547 	0.2483 	0.1350 	0.9966 	3.7093 	7.3428 	10.1246 	12.0176 	13.9520 	16.2952 	18.0535 	19.9875 	21.2962 	21.8923 	22.3286 	22.5197 	22.4303 	22.1578 	21.7274 	21.1887 	20.3500 	19.1762 	17.6993 	15.7629 	13.6964 	11.2007 	8.6641 	5.6961 	1.9942 	0.2531 	0.1498 	0.1989 	0.0889 	0.1144 	0.2505 	0.1007 	0.0568 	0.2683 	0.2035 	0.1249 	0.2373 	0.0590 	0.0717 	0.0268 	0.1775 	0.1940 	0.1386 	0.1198 	0.1784 	0.0952 	0.1676 	0.0443 	0.2803 	0.0559 	0.2439 	0.1346 	0.1239 	0.1320 	0.2616 	0.2178 	0.1862 	0.1006 	0.1934 	0.1047 	0.0895 	0.2223 	0.0790 	0.1019 	0.1871 	0.2639 	0.1296 	0.1217 	0.0761 	0.1708 	0.2169 	0.2079 	0.2686 	0.0616 	0.0338 	0.1658 	0.2453 	0.0370 	0.0634 	0.1304 	0.1125 	0.0487 	0.0388 
